tenant_host,match,gov_id,strength,source,evidence
www.youtube.com,youtube:CoBi4lFT1Yc,us:county:22017,fallback,wo179_family_scale,"Caddo Parish, LA -- WO-134 confirmed hit, gov_id=us:county:22017"
www.youtube.com,youtube:CoVf_pZt1to,ca:csd:4607062,fallback,wo179_family_scale,"Brandon, MB -- WO-134 confirmed hit, gov_id=ca:csd:4607062"
www.youtube.com,youtube:CtT4GtYujpg,us:place:3775280,fallback,wo150_muni_ladder_sweep,"Woodfin town -- WO-150 muni ladder sweep, gov_id=us:place:3775280"
www.youtube.com,youtube:Cu_fXuRKXAg,us:place:2039000,fallback,wo139_confirmed_hits,"Leavenworth city -- WO-134 confirmed hit, gov_id=us:place:2039000"
www.youtube.com,youtube:CxahX-iGo5k,us:place:1863756,fallback,wo181_ingest_found,"Remington town -- WO-134 confirmed hit, gov_id=us:place:1863756"
www.youtube.com,youtube:D6-RM3kFPyg,us:place:3421450,fallback,wo179_family_scale,"Emerson borough, NJ -- WO-134 confirmed hit, gov_id=us:place:3421450"
www.youtube.com,youtube:D7f2iRXu9pA,us:cousub:3403775740,fallback,wo179_family_scale,"Vernon township, NJ -- WO-134 confirmed hit, gov_id=us:cousub:3403775740"
www.youtube.com,youtube:D9Jm6YlZPNY,us:place:0544750,fallback,wo147_access_ladder_sweep,"Mayflower city -- WO-134 confirmed hit, gov_id=us:place:0544750"
www.youtube.com,youtube:DMQXKauXrxA,us:cousub:3301352100,fallback,wo152_dead_domain_recheck,"New London town -- WO-134 confirmed hit, gov_id=us:cousub:3301352100"
www.youtube.com,youtube:DULBRe_TKnI,us:place:2977128,fallback,wo181_ingest_found,"Warrenton city -- WO-134 confirmed hit, gov_id=us:place:2977128"
www.youtube.com,youtube:DgvPOFTI3c0,us:county:22063,fallback,wo179_family_scale,"Livingston Parish, LA -- WO-134 confirmed hit, gov_id=us:county:22063"
www.youtube.com,youtube:E4S6kwrZtSs,us:place:5338845,fallback,wo179_family_scale,"Leavenworth city, WA -- WO-134 confirmed hit, gov_id=us:place:5338845"
www.youtube.com,youtube:ECClbM5rMyM,us:cousub:3401547250,fallback,wo152_dead_domain_recheck,"Monroe township -- WO-134 confirmed hit, gov_id=us:cousub:3401547250"
www.youtube.com,youtube:EWVPUiZ7Lj0,ca:cd:5926,fallback,wo179_family_scale,"Comox Valley, BC -- WO-134 confirmed hit, gov_id=ca:cd:5926"
www.youtube.com,youtube:Ebqfw0k2-Jw,us:cousub:2614715540,fallback,wo152_dead_domain_recheck,"China township -- WO-134 confirmed hit, gov_id=us:cousub:2614715540"
www.youtube.com,youtube:Emf0-SGduzs,us:county:05115,fallback,wo147_access_ladder_sweep,"Pope County -- WO-147 tier-3 pending, gov_id=us:county:05115"
www.youtube.com,youtube:EnD2wvisEaU,us:place:2686780,fallback,wo179_family_scale,"Whitehall city, MI -- WO-134 confirmed hit, gov_id=us:place:2686780"
www.youtube.com,youtube:EwUkb2GTR54,us:place:1850580,fallback,wo179_family_scale,"Monrovia town, IN -- WO-134 confirmed hit, gov_id=us:place:1850580"
www.youtube.com,youtube:F4ODqskVuGI,us:place:5512225,fallback,wo179_family_scale,"Cambridge village, WI -- WO-134 confirmed hit, gov_id=us:place:5512225"
www.youtube.com,youtube:F5szuR70ZOk,us:cousub:2502714395,fallback,wo176_path_pilot,"Clinton town, MA -- WO-134 confirmed hit, gov_id=us:cousub:2502714395"
www.youtube.com,youtube:F6Ol5ldVeY8,us:county:46059,fallback,wo152_dead_domain_recheck,"Hand County -- WO-134 confirmed hit, gov_id=us:county:46059"
www.youtube.com,youtube:FHlanexyRr0,ca:csd:1208008,fallback,wo179_family_scale,"East Hants, NS -- WO-134 confirmed hit, gov_id=ca:csd:1208008"
www.youtube.com,youtube:FMgjD0nu66c,us:place:2427400,fallback,wo170_mislabelled_queued,"Fairmount Heights town, Maryland -- WO-134 confirmed hit, gov_id=us:place:2427400"
www.youtube.com,youtube:FT6WU2ankNo,us:place:4523245,fallback,wo179_family_scale,"Elgin town, SC -- WO-134 confirmed hit, gov_id=us:place:4523245"
www.youtube.com,youtube:FaEen8cqYJA,us:county:24023,fallback,wo170_mislabelled_queued,"Garrett County, Maryland -- WO-134 confirmed hit, gov_id=us:county:24023"
www.youtube.com,youtube:FeTK-WFkghs,us:place:3406490,fallback,wo179_family_scale,"Bogota borough, NJ -- WO-134 confirmed hit, gov_id=us:place:3406490"
www.youtube.com,youtube:FoIaPYatrpE,us:cousub:3300730260,fallback,wo179_family_scale,"Gorham town, NH -- WO-134 confirmed hit, gov_id=us:cousub:3300730260"
www.youtube.com,youtube:FpEQDdaoNKE,us:place:1754534,fallback,wo147_access_ladder_sweep,"Oak Brook village -- WO-147 tier-3 pending, gov_id=us:place:1754534"
www.youtube.com,youtube:Fs0TxI4huXM,us:place:3975126,fallback,wo181_ingest_found,"Struthers city -- WO-134 confirmed hit, gov_id=us:place:3975126"
www.youtube.com,youtube:Fzh3C883VsU,us:cousub:3602758695,fallback,wo152_dead_domain_recheck,"Pleasant Valley town -- WO-134 confirmed hit, gov_id=us:cousub:3602758695"
www.youtube.com,youtube:G3OmQMWslVE,us:place:4215848,fallback,wo150_muni_ladder_sweep,"Conshohocken borough -- WO-150 muni ladder sweep, gov_id=us:place:4215848"
www.youtube.com,youtube:GCavK1jfGuU,us:county:53007,fallback,wo147_access_ladder_sweep,"Chelan County -- WO-147 tier-3 pending, gov_id=us:county:53007"
www.youtube.com,youtube:GIVn24rBqN0,us:place:2682300,fallback,wo179_family_scale,"Vicksburg village, MI -- WO-134 confirmed hit, gov_id=us:place:2682300"
www.youtube.com,youtube:GJfYao7CmKk,us:county:19091,fallback,wo170_mislabelled_queued,"Humboldt County, Iowa -- WO-134 confirmed hit, gov_id=us:county:19091"
www.youtube.com,youtube:GcqMHH7w5gM,us:cousub:3603949935,fallback,wo179_family_scale,"New Baltimore town, NY -- WO-134 confirmed hit, gov_id=us:cousub:3603949935"
www.youtube.com,youtube:GxkpYcP0LPE,us:cousub:1703146162,fallback,wo179_family_scale,"Maine township, IL -- WO-134 confirmed hit, gov_id=us:cousub:1703146162"
www.youtube.com,youtube:HZae-8D53WE,us:place:4822864,fallback,wo181_ingest_found,"El Campo city -- WO-134 confirmed hit, gov_id=us:place:4822864"
www.youtube.com,youtube:HbMB9tTeOQY,us:place:3629333,fallback,wo150_muni_ladder_sweep,"Glens Falls city -- WO-150 muni ladder sweep, gov_id=us:place:3629333"
www.youtube.com,youtube:Hbw7RP4PF4E,us:cousub:2301548645,fallback,wo179_family_scale,"Newcastle town, ME -- WO-134 confirmed hit, gov_id=us:cousub:2301548645"
www.youtube.com,youtube:HnMjtCFKC4c,us:place:4954990,fallback,wo150_muni_ladder_sweep,"North Logan city -- WO-150 muni ladder sweep, gov_id=us:place:4954990"
www.youtube.com,youtube:I8843Cj7SSs,ca:csd:1202004,fallback,wo179_family_scale,"Yarmouth, NS -- WO-134 confirmed hit, gov_id=ca:csd:1202004"
www.youtube.com,youtube:ID02I5xCLA0,us:place:3659355,fallback,wo150_muni_ladder_sweep,"Port Jefferson village -- WO-150 muni ladder sweep, gov_id=us:place:3659355"
www.youtube.com,youtube:IM9O6owtzzA,us:place:4818128,fallback,wo152_dead_domain_recheck,"Cumby city -- WO-134 confirmed hit, gov_id=us:place:4818128"
www.youtube.com,youtube:ISkBky2s0BY,us:county:55099,fallback,wo170_mislabelled_queued,"Price County, Wisconsin -- WO-134 confirmed hit, gov_id=us:county:55099"
www.youtube.com,youtube:Idnn5YYfooo,us:place:1367984,fallback,wo139_confirmed_hits,"St. Marys city -- WO-134 confirmed hit, gov_id=us:place:1367984"
www.youtube.com,youtube:IvsSBC4gNq4,us:place:5485156,fallback,wo170_mislabelled_queued,"Weirton city, West Virginia -- WO-134 confirmed hit, gov_id=us:place:5485156"
www.youtube.com,youtube:JCe2Vbjh-iY,us:place:3453430,fallback,wo152_dead_domain_recheck,"Northvale borough -- WO-134 confirmed hit, gov_id=us:place:3453430"
www.youtube.com,youtube:JCiKfYUACv4,us:county:42099,fallback,ryan_flagged_replacement_2026-09-10,"Perry County, PA -- WO-134 confirmed hit, gov_id=us:county:42099"
www.youtube.com,youtube:JIVmyzydQQc,us:cousub:3400108710,fallback,wo179_family_scale,"Buena Vista township, NJ -- WO-134 confirmed hit, gov_id=us:cousub:3400108710"
www.youtube.com,youtube:JNMcIYg0KYo,us:cousub:0917034950,fallback,wo147_access_ladder_sweep,"Guilford town -- WO-147 tier-3 pending, gov_id=us:cousub:0917034950"
www.youtube.com,youtube:JVXqo2VOr_A,us:place:5571163,fallback,wo179_family_scale,"Salem Lakes village, WI -- WO-134 confirmed hit, gov_id=us:place:5571163"
www.youtube.com,youtube:JrHn6strLMQ,us:county:27133,fallback,wo147_access_ladder_sweep,"Rock County -- WO-134 confirmed hit, gov_id=us:county:27133"
www.youtube.com,youtube:JrUeyokxsQg,ca:csd:4802009,fallback,wo179_family_scale,"Stirling, AB -- WO-134 confirmed hit, gov_id=ca:csd:4802009"
www.youtube.com,youtube:JsXVmVrnjfY,us:place:1215375,fallback,wo152_dead_domain_recheck,"Crescent City city -- WO-134 confirmed hit, gov_id=us:place:1215375"
www.youtube.com,youtube:JtRitJQDqrQ,us:cousub:1704300250,fallback,wo179_family_scale,"Addison township, IL -- WO-134 confirmed hit, gov_id=us:cousub:1704300250"
www.youtube.com,youtube:K2WA7tW-RZI,us:place:0604758,fallback,wo139_confirmed_hits,"Beaumont city -- WO-134 confirmed hit, gov_id=us:place:0604758"
www.youtube.com,youtube:KK02pEvWzjg,us:place:4847616,fallback,wo147_access_ladder_sweep,"Memphis city -- WO-134 confirmed hit, gov_id=us:place:4847616"
www.youtube.com,youtube:KKdaZL2AfSM,us:place:2676220,fallback,wo152_dead_domain_recheck,"Stanton city -- WO-134 confirmed hit, gov_id=us:place:2676220"
www.youtube.com,youtube:KWfqHcrnAL0,ca:csd:3547070,fallback,wo179_family_scale,"North Algona Wilberforce, ON -- WO-134 confirmed hit, gov_id=ca:csd:3547070"
www.youtube.com,youtube:KvRgt1zFKc0,us:place:1349008,fallback,wo184_ingest_found,"Bibb County -- WO-134 confirmed hit, gov_id=us:county:13021"
www.youtube.com,youtube:Kwh3Liid_p4,us:cousub:3301151940,fallback,wo179_family_scale,"New Ipswich town, NH -- WO-134 confirmed hit, gov_id=us:cousub:3301151940"
www.youtube.com,youtube:KzjgIBsDE8I,us:place:1857528,fallback,wo152_dead_domain_recheck,"Owensville town -- WO-134 confirmed hit, gov_id=us:place:1857528"
www.youtube.com,youtube:L0S5TklwxIY,us:place:1746357,fallback,wo150_muni_ladder_sweep,"Manhattan village -- WO-150 muni ladder sweep, gov_id=us:place:1746357"
www.youtube.com,youtube:L0eRrVuWExs,us:place:3626352,fallback,wo179_family_scale,"Flower Hill village, NY -- WO-134 confirmed hit, gov_id=us:place:3626352"
www.youtube.com,youtube:L2vPFXq-e2U,us:place:5666220,fallback,wo150_muni_ladder_sweep,"Riverton city -- WO-150 muni ladder sweep, gov_id=us:place:5666220"
www.youtube.com,youtube:LJc2STduGZE,us:place:1847448,fallback,wo170_mislabelled_queued,"Martinsville city, Indiana -- WO-134 confirmed hit, gov_id=us:place:1847448"
www.youtube.com,youtube:LQalYL8BdGQ,us:place:4553080,fallback,wo150_muni_ladder_sweep,"Orangeburg city -- WO-150 muni ladder sweep, gov_id=us:place:4553080"
www.youtube.com,youtube:LX1TwaT40pc,us:place:1868526,fallback,wo181_ingest_found,"Scottsburg city -- WO-134 confirmed hit, gov_id=us:place:1868526"
www.youtube.com,youtube:LxGksltTzbw,us:county:49027,fallback,ryan_flagged_replacement_2026-09-10,"Millard County, UT -- WO-134 confirmed hit, gov_id=us:county:49027"
www.youtube.com,youtube:M-42e4KrFRQ,us:place:0815605,fallback,wo181_ingest_found,"Collbran town -- WO-134 confirmed hit, gov_id=us:place:0815605"
www.youtube.com,youtube:M6Rf_W5cdyY,us:place:2128918,fallback,wo150_muni_ladder_sweep,"Franklin city -- WO-150 muni ladder sweep, gov_id=us:place:2128918"
www.youtube.com,youtube:MAJqpps_sEU,us:cousub:2616104180,fallback,wo179_family_scale,"Augusta charter township, MI -- WO-134 confirmed hit, gov_id=us:cousub:2616104180"
www.youtube.com,youtube:MSuTmQpn0ME,us:place:3930786,fallback,wo176_path_pilot,"Golf Manor village, OH -- WO-134 confirmed hit, gov_id=us:place:3930786"
www.youtube.com,youtube:MT9yi2hPP0g,ca:csd:4704048,fallback,wo179_family_scale,"Maple Creek, SK -- WO-134 confirmed hit, gov_id=ca:csd:4704048"
www.youtube.com,youtube:MXls04C2mNA,us:place:1911215,fallback,wo170_mislabelled_queued,"Carter Lake city, Iowa -- WO-134 confirmed hit, gov_id=us:place:1911215"
www.youtube.com,youtube:MfM64NdfXec,us:cousub:2501306085,fallback,wo179_family_scale,"Blandford town, MA -- WO-134 confirmed hit, gov_id=us:cousub:2501306085"
www.youtube.com,youtube:MksM9YPwtfQ,us:cousub:2301147770,fallback,wo152_dead_domain_recheck,"Mount Vernon town -- WO-134 confirmed hit, gov_id=us:cousub:2301147770"
www.youtube.com,youtube:MqHP5haO8kc,us:county:23019,fallback,wo147_access_ladder_sweep,"Penobscot County -- WO-147 tier-3 pending, gov_id=us:county:23019"
www.youtube.com,youtube:N2Tt8Tle1sE,us:place:0819080,fallback,wo170_mislabelled_queued,"Dacono city, Colorado -- WO-134 confirmed hit, gov_id=us:place:0819080"
www.youtube.com,youtube:N4iT9TESoyY,us:place:5507800,fallback,wo179_family_scale,"Black Earth village, WI -- WO-134 confirmed hit, gov_id=us:place:5507800"
www.youtube.com,youtube:N63buVhTaBE,ca:csd:1305015,fallback,wo179_family_scale,"Grand Bay-Westfield, NB -- WO-134 confirmed hit, gov_id=ca:csd:1305015"
www.youtube.com,youtube:NV6Gp2AveiU,us:place:5180272,fallback,wo179_family_scale,"Urbanna town, VA -- WO-134 confirmed hit, gov_id=us:place:5180272"
www.youtube.com,youtube:NdouD9TH-gM,us:cousub:3400383050,fallback,wo179_family_scale,"Wyckoff township, NJ -- WO-134 confirmed hit, gov_id=us:cousub:3400383050"
www.youtube.com,youtube:NmSxcm2qHpc,us:place:4183950,fallback,wo179_family_scale,"Wood Village city, OR -- WO-134 confirmed hit, gov_id=us:place:4183950"
www.youtube.com,youtube:NuL1lEfk9Dw,us:county:08103,fallback,wo147_access_ladder_sweep,"Rio Blanco County -- WO-134 confirmed hit, gov_id=us:county:08103"
www.youtube.com,youtube:O0hsozGhPqE,us:place:2025425,fallback,wo139_confirmed_hits,"Gardner city -- WO-134 confirmed hit, gov_id=us:place:2025425"
www.youtube.com,youtube:OnBID1C3538,us:county:48221,fallback,wo184_ingest_found,"Hood County -- WO-134 confirmed hit, gov_id=us:county:48221"
www.youtube.com,youtube:OzD4e4zUXEE,us:cousub:0911016400,fallback,wo179_family_scale,"Columbia town, CT -- WO-134 confirmed hit, gov_id=us:cousub:0911016400"
www.youtube.com,youtube:OzamGwPq88Q,us:place:3647636,fallback,wo150_muni_ladder_sweep,"Mineola village -- WO-150 muni ladder sweep, gov_id=us:place:3647636"
www.youtube.com,youtube:P3Ca567jZzg,us:place:1644290,fallback,wo147_access_ladder_sweep,"Kuna city -- WO-134 confirmed hit, gov_id=us:place:1644290"
www.youtube.com,youtube:P3ewYzEdQA0,us:county:18053,fallback,wo147_access_ladder_sweep,"Grant County -- WO-147 tier-3 pending, gov_id=us:county:18053"
www.youtube.com,youtube:PEkimnNYNq0,us:place:5582925,fallback,wo152_dead_domain_recheck,"Viroqua city -- WO-134 confirmed hit, gov_id=us:place:5582925"
www.youtube.com,youtube:PHJw8wxxPus,us:place:3976834,fallback,wo179_family_scale,"Timberlake village, OH -- WO-134 confirmed hit, gov_id=us:place:3976834"
www.youtube.com,youtube:PHjTnq00CO0,us:place:1268135,fallback,wo148_headless_sweep,"Southwest Ranches town -- WO-134 confirmed hit, gov_id=us:place:1268135"
www.youtube.com,youtube:PLamAmOKp9k,us:place:2509000,fallback,wo147_access_ladder_sweep,"Brockton city -- WO-147 tier-3 pending, gov_id=us:place:2509000"
www.youtube.com,youtube:POtR6vwEN5E,us:county:04015,fallback,wo179_family_scale,"Mohave County, AZ -- WO-134 confirmed hit, gov_id=us:county:04015"
www.youtube.com,youtube:PgsmduTOQVs,us:place:3675803,fallback,wo179_family_scale,"Tuxedo Park village, NY -- WO-134 confirmed hit, gov_id=us:place:3675803"
www.youtube.com,youtube:PtQqIIrAwE0,us:place:1383728,fallback,wo179_family_scale,"Winterville city, GA -- WO-134 confirmed hit, gov_id=us:place:1383728"
www.youtube.com,youtube:PyswiwEtQGA,us:county:34017,fallback,wo179_family_scale,"Hudson County, NJ -- WO-134 confirmed hit, gov_id=us:county:34017"
www.youtube.com,youtube:Q8e3oaMsefk,us:cousub:1719735827,fallback,wo179_family_scale,"Homer township, IL -- WO-134 confirmed hit, gov_id=us:cousub:1719735827"
www.youtube.com,youtube:QEHN0tW8YHk,ca:csd:2466032,fallback,wo139_confirmed_hits,"Westmount -- WO-134 confirmed hit, gov_id=ca:csd:2466032"
www.youtube.com,youtube:QGHE5dMzMxk,us:county:18171,fallback,wo170_mislabelled_queued,"Warren County, Indiana -- WO-134 confirmed hit, gov_id=us:county:18171"
www.youtube.com,youtube:QIBgfake-Hc,ca:csd:2462075,fallback,wo147_access_ladder_sweep,"Saint-Damien -- WO-147 tier-3 pending, gov_id=ca:csd:2462075"
www.youtube.com,youtube:QMBKJ_-1BCI,us:county:08019,fallback,wo147_access_ladder_sweep,"Clear Creek County -- WO-134 confirmed hit, gov_id=us:county:08019"
www.youtube.com,youtube:QVaJ4dxTLFE,us:place:4539895,fallback,wo170_mislabelled_queued,"Lancaster city, South Carolina -- WO-134 confirmed hit, gov_id=us:place:4539895"
www.youtube.com,youtube:Qdp0YK9Bmt8,us:cousub:3607349286,fallback,wo179_family_scale,"Murray town, NY -- WO-134 confirmed hit, gov_id=us:cousub:3607349286"
www.youtube.com,youtube:QknbDa1mvv0,us:place:3731060,fallback,wo147_access_ladder_sweep,"Hickory city -- WO-147 tier-3 pending, gov_id=us:place:3731060"
www.youtube.com,youtube:R6MKqu87_r0,us:place:4133700,fallback,wo139_confirmed_hits,"Hermiston city -- WO-134 confirmed hit, gov_id=us:place:4133700"
www.youtube.com,youtube:R6df4R7eYJc,us:county:48449,fallback,wo147_access_ladder_sweep,"Titus County -- WO-147 tier-3 pending, gov_id=us:county:48449"
www.youtube.com,youtube:R9aeV8Y01fs,us:county:19155,fallback,wo176_path_pilot,"Pottawattamie County, IA -- WO-134 confirmed hit, gov_id=us:county:19155"
www.youtube.com,youtube:RFx22R05kac,us:county:30001,fallback,wo147_access_ladder_sweep,"Beaverhead County -- WO-134 confirmed hit, gov_id=us:county:30001"
www.youtube.com,youtube:RPYnPPguF7M,us:place:5535850,fallback,wo152_dead_domain_recheck,"Hortonville village -- WO-134 confirmed hit, gov_id=us:place:5535850"
www.youtube.com,youtube:Rap9Hu56OG0,us:place:3929498,fallback,wo179_family_scale,"Gates Mills village, OH -- WO-134 confirmed hit, gov_id=us:place:3929498"
www.youtube.com,youtube:RmtT6gppx-c,us:cousub:2616311220,fallback,wo179_family_scale,"Brownstown charter township, MI -- WO-134 confirmed hit, gov_id=us:cousub:2616311220"
www.youtube.com,youtube:S0iiXDUJJhs,us:place:3623965,fallback,wo179_family_scale,"Ellenville village, NY -- WO-134 confirmed hit, gov_id=us:place:3623965"
www.youtube.com,youtube:SArZ8eTZLB4,ca:csd:4819068,fallback,wo179_family_scale,"Fairview, AB -- WO-134 confirmed hit, gov_id=ca:csd:4819068"
www.youtube.com,youtube:SJdYM2JPTbw,ca:csd:4805026,fallback,wo179_family_scale,"Drumheller, AB -- WO-134 confirmed hit, gov_id=ca:csd:4805026"
www.youtube.com,youtube:SPTiD-JcXiw,us:cousub:5500342562,fallback,wo179_family_scale,"La Pointe town, WI -- WO-134 confirmed hit, gov_id=us:cousub:5500342562"
www.youtube.com,youtube:SV9VsbQgUvE,us:cousub:2300164570,fallback,wo179_family_scale,"Sabattus town, ME -- WO-134 confirmed hit, gov_id=us:cousub:2300164570"
www.youtube.com,youtube:SXX5St-IzWw,us:place:3901672,fallback,wo152_dead_domain_recheck,"Amberley village -- WO-134 confirmed hit, gov_id=us:place:3901672"
www.youtube.com,youtube:S_fXikH_1DM,us:place:3466480,fallback,wo152_dead_domain_recheck,"Seaside Park borough -- WO-134 confirmed hit, gov_id=us:place:3466480"
www.youtube.com,youtube:SkVipnWadwc,us:cousub:2604929020,fallback,wo179_family_scale,"Flint charter township, MI -- WO-134 confirmed hit, gov_id=us:cousub:2604929020"
www.youtube.com,youtube:T10DIGcSWNw,us:place:2418850,fallback,wo179_family_scale,"Colmar Manor town, MD -- WO-134 confirmed hit, gov_id=us:place:2418850"
www.youtube.com,youtube:T4PA8F96sZE,us:place:2653760,fallback,wo179_family_scale,"Middleville village, MI -- WO-134 confirmed hit, gov_id=us:place:2653760"
www.youtube.com,youtube:TA2FycghQEs,us:place:4911000,fallback,wo152_dead_domain_recheck,"Castle Valley town -- WO-134 confirmed hit, gov_id=us:place:4911000"
